device,故障小时,故障星期,故障月份,故障季度,是否周末,是否工作日高峰,维修时长_小时,响应时间_小时,维修类型,历史次数,上次间隔_小时,平均间隔_小时,间隔标准差_小时,近期趋势_比值,最近3次平均_小时,最近3次趋势,运行天数,故障频率_次每天,故障加速比,平均维修时长_小时,响应时间趋势,车站编码,品牌编码,线路编码,故障间隔_小时
1015098440,12,0,6,2,0,0,0.55,2.0,0,16,1359.0783333333334,271.5642534722223,373.1728897256903,5.004628981561832,559.0956481481481,2.724493540733616,265.1621527777778,0.060340436342018175,1.0,0.38187499999999996,0.3058333333333334,9,0,6,2018.8636111111111
1015098663,5,5,2,1,1,0,0.2,1.2719444444444445,0,1,265.4116666666667,265.4116666666667,0.0,0.9999999999623227,265.4116666666667,1.0,24.656747685185184,0.04055684929609927,1.0,0.15,0.5997222222222223,13,0,6,326.35027777777776
1015098663,19,1,4,2,0,1,0.25,1.8091666666666666,0,2,326.35027777777776,295.8809722222222,30.469305555555536,1.102978252760511,295.8809722222222,1.0,77.2385300925926,0.025893812292937538,1.0,0.175,0.8370833333333332,13,0,6,1261.9627777777778
1015098663,6,2,6,2,0,0,0.17,0.92,0,3,1261.9627777777778,617.9082407407408,456.0943349714193,2.042314205495187,617.9082407407408,1.0,140.67210648148148,0.021326189498661767,1.0,0.19999999999999998,-0.331111111111111,13,0,6,1522.4058333333332
1015099579,20,1,6,2,0,0,0.58,1.301111111111111,0,1,1476.933611111111,1476.933611111111,0.0,0.9999999999932293,1476.933611111111,1.0,119.99375,0.008333767383717902,1.0,0.1,0.7336111111111111,74,0,6,1402.9163888888888
1015099579,9,4,6,2,0,1,1.07,2.0083333333333333,0,2,1402.9163888888888,1439.925,37.00861111111112,0.9742982369770272,1439.925,1.0,136.5420601851852,0.014647501270213,1.0,0.33999999999999997,1.0740277777777778,74,0,6,397.15944444444443
1015099579,20,1,9,3,0,0,0.83,0.26805555555555555,0,3,397.15944444444443,1092.3364814814815,492.4922821148699,0.36358709168273956,1092.3364814814815,1.0,232.01596064814814,0.012930144941836547,1.0,0.5833333333333334,-1.0242592592592592,74,0,6,2291.373611111111
1015099579,16,1,10,4,0,0,0.38,0.8419444444444445,0,4,2291.373611111111,1392.095763888889,671.9214002584275,1.6459884948529582,1363.8164814814816,1.0,238.84413194444446,0.016747323735508003,1.0,0.645,-0.1943055555555554,74,0,6,163.8761111111111
1015099733,18,1,3,1,0,1,0.17,0.9941666666666666,0,1,1389.4883333333332,1389.4883333333332,0.0,0.9999999999928032,1389.4883333333332,1.0,62.92336805555556,0.015892347007189632,1.0,0.17,0.4608333333333333,190,0,6,120.6725
1015099733,21,4,3,1,0,0,0.33,9.030555555555555,0,2,120.6725,755.0804166666666,634.4079166666667,0.15981410368330773,755.0804166666666,1.0,66.04337962962963,0.03028312620002145,1.0,0.17,8.266805555555555,190,0,6,74.88027777777778
1015099733,6,0,4,2,0,0,0.33,1.0802777777777777,0,3,74.88027777777778,528.347037037037,609.205756727102,0.1417255563621367,528.347037037037,1.0,89.41283564814815,0.03355222970229257,1.0,0.22333333333333336,-2.4390740740740737,190,0,6,560.8669444444445
1015100276,20,4,7,3,0,0,0.92,0.7897222222222222,0,1,424.7497222222222,424.7497222222222,0.0,0.9999999999764567,424.7497222222222,1.0,58.95268518518518,0.016962755756735236,1.0,0.15,0.6852777777777778,48,0,6,990.1147222222222
1015100479,19,5,5,2,1,0,0.12,1.3552777777777778,0,1,3421.4680555555556,3421.4680555555556,0.0,0.9999999999970773,3421.4680555555556,1.0,148.52212962962963,0.006733003374606228,1.0,0.25,0.4536111111111112,182,0,6,143.06305555555556
1015100479,21,6,9,3,1,0,0.45,0.13361111111111112,0,2,143.06305555555556,1782.2655555555555,1639.2025,0.08027033631930246,1782.2655555555555,1.0,282.572337962963,0.007077833642237627,1.0,0.185,-0.9948611111111112,182,0,6,3217.205
1015100484,5,4,4,2,0,0,0.57,1.378611111111111,0,1,385.92305555555555,385.92305555555555,0.0,0.9999999999740881,385.92305555555555,1.0,111.0047800925926,0.009008621062677377,1.0,0.15,-1.3750000000000002,182,0,6,2278.1916666666666
1015100484,8,6,5,2,1,0,0.62,0.13055555555555556,0,2,2278.1916666666666,1332.057361111111,946.1343055555556,1.7102804527496116,1332.057361111111,1.0,148.09011574074074,0.013505290275425076,1.0,0.36,-1.9355555555555557,182,0,6,890.0480555555556
1015100604,19,5,2,1,1,0,0.25,0.1663888888888889,0,1,1185.7425,1185.7425,0.0,0.9999999999915665,1185.7425,1.0,100.46450231481481,0.00995376453333146,1.0,0.2,-0.40555555555555556,122,0,6,1225.4055555555556
1015100604,8,0,6,2,0,1,0.22,0.5197222222222222,0,2,1225.4055555555556,1205.5740277777777,19.83152777777775,1.0164498631445875,1205.5740277777777,1.0,220.9824189814815,0.00905049374162024,1.0,0.225,0.1505555555555555,122,0,6,2892.43
1015112407,8,2,2,1,0,1,0.08,0.08333333333333333,0,1,147.8061111111111,147.8061111111111,0.0,0.9999999999323438,147.8061111111111,1.0,41.97872685185185,0.02382158952864684,1.0,0.13,-0.016666666666666677,122,0,3,859.6833333333333
1015112407,10,4,9,3,0,0,0.33,4.166666666666667,0,2,859.6833333333333,503.7447222222222,355.9386111111111,1.706585290906584,503.7447222222222,1.0,261.09678240740743,0.007659994817091469,1.0,0.10500000000000001,4.075,122,0,3,5258.833333333333
1015112407,11,6,10,4,1,0,0.13,0.4166666666666667,0,3,5258.833333333333,2088.774259259259,2260.331567819087,2.5176647548180213,2088.774259259259,1.0,284.13497685185183,0.010558362202497168,1.0,0.18000000000000002,-1.0333333333333334,122,0,3,552.9166666666666
1015112857,7,6,8,3,1,0,0.08,0.08222222222222222,0,1,92.04194444444444,92.04194444444444,0.0,0.9999999998913539,92.04194444444444,1.0,127.90297453703704,0.007818426456614022,1.0,0.03,0.08222222222222222,122,0,3,2977.6294444444443
1015114055,9,0,5,2,0,1,0.17,0.13333333333333333,0,1,1841.996111111111,1841.996111111111,0.0,0.9999999999945711,1841.996111111111,1.0,201.7519212962963,0.004956582289649589,1.0,0.23,-0.18333333333333332,278,0,3,3000.05
1015114055,9,6,7,3,1,0,0.17,0.08333333333333333,0,2,3000.05,2421.0230555555554,579.0269444444446,1.239166224833486,2421.0230555555554,1.0,256.7331712962963,0.007790189284468409,1.0,0.2,-0.14166666666666666,278,0,3,1319.55
1015114055,12,2,8,3,0,0,0.08,0.04111111111111111,0,3,1319.55,2053.8653703703703,702.2281204681285,0.64247151689189,2053.8653703703703,1.0,280.885625,0.010680503852769254,1.0,0.19000000000000003,-0.13666666666666666,278,0,3,579.6588888888889
1015114055,22,1,10,4,0,0,0.08,8.41611111111111,0,4,579.6588888888889,1685.31375,881.6655491256461,0.3439471664462771,1633.0862962962965,1.0,357.2866666666667,0.011195491948575373,1.0,0.1625,8.272499999999999,278,0,3,1833.625
1015114055,12,5,11,4,1,0,0.17,0.2,0,5,1833.625,1714.976,790.8139532862781,1.0691840585461885,1244.2779629629629,1.0,374.8894212962963,0.013337266180280444,37.90812518897523,0.146,-1.5981111111111108,278,0,3,422.4661111111111
1015114387,20,6,12,4,1,0,0.08,0.11666666666666667,0,1,477.78805555555556,477.78805555555556,0.0,0.9999999999790702,477.78805555555556,1.0,34.21736111111111,0.029224930489314637,1.0,0.08,-1.0119444444444443,203,0,3,343.42861111111114
1015114387,17,2,1,1,0,1,0.17,0.5833333333333334,0,2,343.42861111111114,410.60833333333335,67.17972222222221,0.8363897739599713,410.60833333333335,1.0,51.107638888888886,0.039133093280793535,1.0,0.08,-0.03930555555555548,203,0,3,405.3666666666667
1015114387,6,5,1,1,1,0,0.17,0.36666666666666664,0,3,405.3666666666667,408.86111111111114,54.9076402354379,0.9914532237001886,408.86111111111114,1.0,60.6375,0.0494743351886209,1.0,0.11,-0.24287037037037035,203,0,3,228.71666666666667
1015114387,15,2,2,1,0,0,0.17,0.45,0,4,228.71666666666667,363.82500000000005,91.35584616873321,0.6286447238655403,325.8373148148148,1.0,100.00902777777777,0.03999638921486255,1.0,0.125,-0.0988194444444444,203,0,3,944.9166666666666
1015114387,21,6,3,1,1,0,0.13,0.16666666666666666,0,5,944.9166666666666,480.04333333333335,246.3808363377219,1.9683986861887106,526.3333333333334,1.0,125.26458333333333,0.039915512165915476,1.0,0.134,-0.362388888888889,203,0,3,606.1333333333333
1015114387,22,4,4,2,0,0,0.08,9.983333333333333,0,6,606.1333333333333,501.05833333333334,229.7703524980165,1.2097061220175354,593.2555555555555,1.450995312146045,144.33055555555555,0.04157123886140996,1.0,0.13333333333333333,9.514675925925925,203,0,3,457.5833333333333
1015114387,21,5,4,2,1,0,0.08,1.8833333333333333,0,7,457.5833333333333,494.84761904761905,213.26929795241278,0.924695432918822,669.5444444444444,1.8402925704007183,145.27569444444444,0.048184247384044705,1.0,0.12571428571428572,0.055436507936508006,203,0,3,22.683333333333334
1015114387,16,4,8,3,0,0,0.33,0.18333333333333332,0,8,22.683333333333334,435.82708333333335,253.34222845784032,0.05204663546680964,362.1333333333334,0.7543763410090539,270.06180555555557,0.02962284867918609,1.0,0.12000000000000001,-1.6514930555555554,203,0,3,2994.866666666667
1015115977,22,1,9,3,0,0,0.25,13.083333333333334,0,1,3635.3,3635.3,0.0,0.9999999999972492,3635.3,1.0,334.13958333333335,0.002992761258705506,1.0,0.08,12.200000000000001,205,0,3,4384.05
1015116143,7,3,2,1,0,1,0.12,0.08333333333333333,0,1,1357.65,1357.65,0.0,0.9999999999926344,1357.65,1.0,64.90972222222223,0.015406012624371454,1.0,0.08,-8.85,205,0,3,200.18333333333334
1015116143,7,4,3,1,0,1,0.12,1.1666666666666667,0,2,200.18333333333334,778.9166666666667,578.7333333333333,0.2570022467068749,778.9166666666667,1.0,79.90625,0.025029331247555728,1.0,0.1,-3.341666666666667,205,0,3,359.9166666666667
1015116143,14,2,4,2,0,0,0.17,0.0,0,3,359.9166666666667,639.2500000000001,512.1540161868267,0.5630295919609485,639.2500000000001,1.0,120.21111111111111,0.02495609575746372,1.0,0.10666666666666667,-3.3944444444444444,205,0,3,967.3166666666667
1015116143,7,6,5,2,1,0,0.17,1.5833333333333333,0,4,967.3166666666667,721.2666666666668,465.73222247935087,1.3411359644882916,509.1388888888889,1.0,130.90694444444443,0.030556056571143627,1.0,0.1225,-0.9625000000000001,205,0,3,256.7
1015116143,7,0,5,2,0,1,0.07,1.55,0,5,256.7,628.3533333333334,456.1323848280112,0.40852811050456966,527.9777777777778,1.0,138.91597222222222,0.03599298136863312,1.0,0.132,-0.8033333333333335,205,0,3,192.21666666666667
1015116143,7,1,5,2,0,1,0.08,0.8277777777777777,0,6,192.21666666666667,555.6638888888889,446.9892658020816,0.3459225450974794,472.0777777777778,0.7384869421515726,139.89953703703705,0.04288791891006443,1.0,0.12166666666666666,-1.3916666666666668,205,0,3,23.605555555555554
1015116143,16,6,10,4,1,0,0.08,0.16666666666666666,0,8,2.9658333333333333,420.06934027777777,452.8066061015498,0.0070603423027767835,72.92935185185185,0.11606423962742492,285.2638888888889,0.028044208578801303,1.0,0.1225,-1.6153819444444444,205,0,3,3485.7786111111113
1015121005,7,5,11,4,1,0,0.1,0.16666666666666666,0,1,933.2341666666666,933.2341666666666,0.0,0.9999999999892846,933.2341666666666,1.0,102.81184027777778,0.009726506181566176,1.0,0.17,0.13333333333333333,136,0,9,1534.25
1015121166,17,0,7,3,0,1,0.27,0.1527777777777778,0,1,2671.416111111111,2671.416111111111,0.0,0.9999999999962567,2671.416111111111,1.0,248.44131944444445,0.00402509535143415,1.0,0.1,-0.4255555555555556,215,0,9,3291.1755555555555
1015121166,10,4,8,3,0,0,0.13,0.16444444444444445,0,2,3291.1755555555555,2981.2958333333336,309.8797222222222,1.103941285781328,2981.2958333333336,1.0,259.13875,0.007717873147107485,1.0,0.185,-0.20111111111111113,215,0,9,256.73833333333334
1015121433,15,0,10,4,0,0,0.07,0.12416666666666666,0,1,145.09305555555557,145.09305555555557,0.0,0.9999999999310787,145.09305555555557,1.0,11.208715277777777,0.08921629064684909,1.0,0.08,0.12416666666666666,110,0,9,123.9161111111111
1015121433,7,1,11,4,0,1,0.17,0.0,0,2,123.9161111111111,134.50458333333333,10.58847222222223,0.9212779819911836,134.50458333333333,1.0,39.875162037037036,0.05015653599457102,1.0,0.07500000000000001,-0.06208333333333333,110,0,9,687.9947222222222
1015121433,10,3,5,2,0,0,0.08,0.0,0,3,687.9947222222222,319.0012962962963,261.06094694076654,2.156714503008253,319.0012962962963,1.0,203.0176273148148,0.014777041972557232,1.0,0.10666666666666669,-0.041388888888888885,110,0,9,3915.4191666666666
1015121433,8,0,5,2,0,1,0.08,0.0,0,4,3915.4191666666666,1218.1057638888888,1573.6203940112387,3.214350742528523,1575.7766666666666,1.0,206.9167824074074,0.019331443073207215,1.0,0.10000000000000002,-0.031041666666666665,110,0,9,93.57972222222222
1015121433,9,4,10,4,0,1,0.25,0.0,0,5,93.57972222222222,993.2005555555554,1477.6177876908184,0.09422036838162598,1565.6645370370368,1.0,357.9791666666667,0.013967293254961299,1.0,0.09600000000000002,-0.024833333333333332,110,0,9,3625.4972222222223
1015121433,7,1,10,4,0,1,0.15,0.16694444444444445,0,6,3625.4972222222223,1431.9166666666667,1667.8792131004393,2.5319191448735867,2544.832037037037,7.977497478861525,361.8687384259259,0.01658059777724677,1.0,0.12166666666666669,0.14625000000000002,110,0,9,93.34972222222223
1015121433,9,1,10,4,0,1,0.08,0.0,0,7,93.34972222222223,1240.6928174603174,1613.634847974222,0.0752399956764121,1270.808888888889,1.043266460558654,375.9518171296296,0.018619407277891607,34.327802605052305,0.12571428571428572,-0.04158730158730158,110,0,9,337.9938888888889
1015121433,7,3,11,4,0,1,0.08,0.0525,0,8,337.9938888888889,1127.855451388889,1538.6572532717464,0.2996783749811841,1352.2802777777777,1.3615379796155596,391.89711805555555,0.020413520874287,14.570227068797005,0.12000000000000001,0.01611111111111111,110,0,9,382.6872222222222
1015121433,5,6,11,4,1,0,0.08,3.3316666666666666,0,9,382.6872222222222,1045.0589814814816,1469.4408435888226,0.36618719995694476,271.3436111111111,0.18949678946112983,401.7813194444444,0.022400245019964047,10.923515661391184,0.11555555555555556,3.2934876543209874,110,0,9,237.22083333333333
1015121433,21,1,11,4,0,0,0.28,0.21638888888888888,0,10,237.22083333333333,964.2751666666667,1414.9434533403219,0.24600948103942658,319.3006481481481,0.2573567313778595,411.488900462963,0.024301992079857018,8.851336468568473,0.11200000000000002,-0.1511388888888889,110,0,9,232.98194444444445
1015122658,10,0,11,4,0,0,0.25,0.5,0,1,26.502777777777776,26.502777777777776,0.0,0.999999999622681,26.502777777777776,1.0,39.048090277777774,0.025609447040463817,1.0,0.15,0.5,109,0,9,910.6513888888888
1015122658,7,4,1,1,0,1,0.17,0.5833333333333334,0,2,910.6513888888888,468.5770833333333,442.0743055555555,1.943439876298093,468.5770833333333,1.0,84.94392361111112,0.023544944888069536,1.0,0.2,0.33333333333333337,109,0,9,1101.5
1015122658,11,4,1,1,0,0,0.12,0.23527777777777778,0,3,1101.5,679.5513888888889,468.3020139798486,1.6209222996141843,679.5513888888889,1.0,106.09037037037037,0.028277778553574173,1.0,0.19000000000000003,-0.12583333333333338,109,0,9,507.51472222222225
1015122658,7,0,11,4,0,1,0.08,0.0,0,5,6167.116388888889,1742.6570555555554,2242.7625054963637,3.5389156857873196,2592.0437037037036,1.0,395.9613194444444,0.012627496056976667,12.78890324306161,0.22200000000000003,-0.31416666666666665,109,0,9,789.7863888888888
1015122923,10,2,6,2,0,0,0.98,0.0,0,1,1895.2425,1895.2425,0.0,0.9999999999947237,1895.2425,1.0,208.06302083333333,0.004806236091328499,1.0,0.12,-0.05,166,0,9,3098.27
1015122923,9,0,6,2,0,1,0.17,0.08333333333333333,0,2,3098.27,2496.75625,601.51375,1.2409180912183924,2496.75625,1.0,213.01010416666668,0.009389225961014172,1.0,0.55,0.05833333333333333,166,0,9,118.73
1015122923,9,1,6,2,0,1,0.17,0.0,0,3,118.73,1704.0808333333332,1223.8795528978285,0.06967392489654195,1704.0808333333332,1.0,214.0001388888889,0.014018682490470865,1.0,0.42333333333333334,-0.044444444444444446,166,0,9,23.760833333333334
1015122923,8,4,6,2,0,1,0.08,0.03333333333333333,0,4,23.760833333333334,1284.0008333333333,1285.6175516851977,0.018505309900355687,1080.253611111111,1.0,216.96010416666667,0.018436569319340106,1.0,0.36,0.0,166,0,9,71.03916666666667
1015122923,7,5,7,3,1,0,0.23,0.008333333333333333,0,5,71.03916666666667,1041.4085,1248.0601556532754,0.06821450628258223,71.17666666666668,1.0,245.9375347222222,0.020330365617624507,1.0,0.304,-0.025,166,0,9,695.4583333333334
1015122923,14,4,8,3,0,0,0.17,0.08194444444444444,0,6,695.4583333333334,983.7501388888887,1146.5895341422295,0.706946109417336,263.4194444444445,0.1545815428999497,294.2080787037037,0.02039372958905927,1.0,0.2916666666666667,0.052777777777777785,166,0,9,1158.4930555555557
1015123273,9,2,3,1,0,1,0.17,0.08333333333333333,0,1,108.18638888888889,108.18638888888889,0.0,0.9999999999075669,108.18638888888889,1.0,60.538726851851855,0.016518352003786985,1.0,0.08,-0.5930555555555556,166,0,9,1344.7430555555557
1015123273,8,5,4,2,1,0,0.17,0.5722222222222222,0,2,1344.7430555555557,726.4647222222222,618.2783333333334,1.851078262167415,726.4647222222222,1.0,84.47321759259259,0.02367614324395498,1.0,0.125,0.19236111111111104,166,0,9,574.4277777777778
1015170542,19,6,12,4,1,0,0.17,0.6488888888888888,0,1,489.31111111111113,489.31111111111113,0.0,0.9999999999795631,489.31111111111113,1.0,23.880057870370372,0.041875945419745764,1.0,0.17,0.5230555555555555,243,0,6,83.81027777777778
1015170542,9,6,1,1,1,0,0.13,1.5261111111111112,0,2,83.81027777777778,286.56069444444444,202.75041666666667,0.2924695514761233,286.56069444444444,1.0,37.473368055555554,0.05337123679502017,1.0,0.17,1.1387500000000002,243,0,6,326.2394444444444
1015170542,15,0,2,1,0,0,0.14,0.5861111111111111,0,3,326.2394444444444,299.78694444444443,166.5983843973173,1.0882376650462164,299.78694444444443,1.0,73.73059027777778,0.040688674655900495,1.0,0.15666666666666668,-0.1808333333333333,22,0,6,870.1733333333333
1015177437,10,1,11,4,0,0,0.77,0.06416666666666666,0,1,165.27916666666667,165.27916666666667,0.0,0.9999999999394963,165.27916666666667,1.0,46.956180555555555,0.0212964510351702,1.0,1.0,-0.21916666666666668,58,0,8,961.6691666666667
1015230611,9,1,11,4,0,1,0.67,0.0,0,1,325.6247222222222,325.6247222222222,0.0,0.9999999999692898,325.6247222222222,1.0,15.043055555555556,0.06647585633828824,1.0,0.33,0.0,145,0,19,35.408611111111114
1015230611,9,3,11,4,0,1,0.28,0.05,0,2,35.408611111111114,180.51666666666665,145.10805555555555,0.19615147876917885,180.51666666666665,1.0,24.043055555555554,0.08318410259372654,1.0,0.5,0.05,145,0,19,216.0
1015230611,9,0,1,1,0,1,0.17,0.0,0,3,216.0,192.34444444444443,119.65516221931443,1.122985384956924,192.34444444444443,1.0,84.05347222222223,0.035691565389095896,1.0,0.4266666666666667,-0.016666666666666666,145,0,19,1440.25
1015230611,15,0,5,2,0,0,0.17,0.0,0,4,1440.25,504.3208333333333,550.2052526619058,2.8558209472570044,563.8862037037037,1.0,203.30020833333333,0.01967533645337714,1.0,0.3625,-0.0125,145,0,19,2861.9216666666666
1015230611,22,6,6,2,1,0,0.33,0.0,0,5,2861.9216666666666,975.841,1063.722579594344,2.9327745674114314,1506.0572222222224,1.0,223.61944444444444,0.022359415177074148,1.0,0.32399999999999995,-0.01,145,0,19,487.6616666666667
1015230611,8,2,7,3,0,1,4.33,0.0,0,6,487.6616666666667,894.4777777777778,987.9379070911382,0.5451914835411019,1596.6111111111113,8.300791403877842,240.0222222222222,0.024997685399500046,1.0,0.325,-0.008333333333333333,145,0,19,393.6666666666667
1015230611,15,3,7,3,0,0,0.33,0.06666666666666667,0,7,393.6666666666667,822.9333333333334,931.2901470465587,0.4783700583221196,1247.75,2.4741194840756306,248.29305555555555,0.028192492070861604,1.0,0.8971428571428571,0.05952380952380952,145,0,19,198.5
1015230611,14,5,8,3,1,0,0.23,0.06666666666666667,0,8,198.5,744.8791666666666,895.2853407020274,0.2664861750471857,359.9427777777778,0.368853919618144,292.2736111111111,0.027371612406563484,1.0,0.82625,0.05208333333333333,145,0,19,1055.5333333333333
1015230611,8,3,9,3,0,1,0.2,0.0,0,9,1055.5333333333333,779.3962962962962,849.7103984648799,1.3542960600861227,549.2333333333333,0.6140268064475533,325.00138888888887,0.027692189349618167,1.0,0.7600000000000001,-0.020370370370370372,145,0,19,785.4666666666667
1015230611,17,4,11,4,0,1,0.25,0.3263888888888889,0,10,785.4666666666667,780.0033333333333,806.1081202785947,1.0070042435586986,679.8333333333334,0.8261098509296891,375.40445601851854,0.0266379363368737,36.08112283572963,0.7040000000000001,0.3080555555555556,145,0,19,1209.673611111111
1015281958,17,3,5,2,0,1,0.33,1.3302777777777777,0,1,24.989722222222223,24.989722222222223,0.0,0.9999999995998354,24.989722222222223,1.0,174.4529398148148,0.005732204920487551,1.0,0.17,0.3358333333333332,242,0,14,4161.880833333334
1015418443,14,6,9,3,1,0,0.27,0.06666666666666667,1,1,1592.5833333333333,1592.5833333333333,0.0,0.9999999999937209,1592.5833333333333,1.0,100.14583333333333,0.009985437903058041,1.0,0.27,0.0,210,0,20,810.9166666666666
1015418443,16,5,10,4,1,0,0.23,0.06666666666666667,1,2,810.9166666666666,1201.75,390.8333333333333,0.6747798349572863,1201.75,1.0,120.20972222222223,0.01663758939815831,1.0,0.27,0.0,210,0,20,481.53333333333336
1015418500,11,6,10,4,1,0,0.25,0.08333333333333333,1,1,5468.3405555555555,5468.3405555555555,0.0,0.9999999999981714,5468.3405555555555,1.0,374.0798611111111,0.0026732259711328725,1.0,0.12,-2.576111111111111,173,0,20,3509.576111111111
1015425987,10,5,2,1,1,0,1.32,0.1802777777777778,0,1,2835.220277777778,2835.220277777778,0.0,0.9999999999964729,2835.220277777778,1.0,128.1114699074074,0.007805702336588209,1.0,0.33,-4.105,263,0,15,239.455
1015429433,9,1,11,4,0,1,0.19,0.355,0,1,9.816666666666666,9.816666666666666,0.0,0.9999999989813242,9.816666666666666,1.0,1.0227083333333333,0.9777958851089835,1.0,0.35,-0.645,231,0,10,14.728333333333333
1015603692,6,1,6,2,0,0,0.5,2.249722222222222,0,1,362.48583333333335,362.48583333333335,0.0,0.9999999999724127,362.48583333333335,1.0,82.53067129629629,0.012116707453037242,1.0,0.5,1.7497222222222222,61,0,5,1618.2502777777777
1015603692,7,2,6,2,0,1,0.5,1.5908333333333333,0,2,1618.2502777777777,990.3680555555555,627.8822222222221,1.6339887667859665,990.3680555555555,1.0,83.57270833333334,0.02393125746293771,1.0,0.5,0.21597222222222223,61,0,5,25.00888888888889
1015603692,7,5,6,2,1,0,0.92,8.162222222222223,0,3,25.00888888888889,668.5816666666666,685.5049356521413,0.03740588492831566,668.5816666666666,1.0,86.59681712962963,0.03464330560220477,1.0,0.5,6.715370370370371,61,0,5,72.57861111111112
1015674279,12,3,11,4,0,0,0.17,2.85,0,1,1.2633333333333334,1.2633333333333334,0.0,0.9999999920844328,1.2633333333333334,1.0,1.0,1.0,1.0,0.33,2.8466666666666667,203,0,3,20.636666666666667
1015674279,12,6,12,4,1,0,0.08,1.2452777777777777,0,2,20.636666666666667,10.95,9.686666666666667,1.8846270911251504,10.95,1.0,17.932141203703704,0.11153157770065518,1.0,0.25,-0.18138888888888904,203,0,3,408.4713888888889
1015674279,10,6,1,1,1,0,0.17,0.3333333333333333,0,3,408.4713888888889,143.45712962962963,187.56021205497632,2.8473411528237476,143.45712962962963,1.0,59.827083333333334,0.05014451370268482,1.0,0.19333333333333333,-1.0328703703703705,203,0,3,1005.4786111111111
1015674279,9,0,1,1,0,1,0.17,0.43333333333333335,0,5,1.5666666666666667,287.4833333333333,391.160504316883,0.00544959128046439,471.8388888888889,1.0,60.797916666666666,0.08223966007607168,1.0,0.176,-0.6530555555555555,203,0,3,21.733333333333334
1015674279,18,4,2,1,0,1,0.12,0.11666666666666667,0,6,21.733333333333334,243.19166666666663,370.55931886148466,0.08936709727898982,342.9262037037037,2.3904437832065146,79.16388888888889,0.07579213305730026,1.0,0.17500000000000002,-0.8608796296296296,203,0,3,440.78333333333336
1015674279,9,5,2,1,1,0,0.12,0.05,0,7,440.78333333333336,271.4190476190476,349.9694321873228,1.623995578732405,154.69444444444446,0.43094876049764247,93.80069444444445,0.07462631317879961,1.0,0.16714285714285712,-0.804563492063492,203,0,3,351.28333333333336
1015674279,18,2,2,1,0,1,0.17,0.8,0,8,351.28333333333336,281.40208333333334,328.4302133586927,1.248332383185448,271.2666666666667,0.9435909327748768,98.19236111111111,0.08147273280196893,1.0,0.16125,0.04600694444444442,203,0,3,105.4
1015674279,12,3,2,1,0,0,0.17,0.16666666666666666,0,9,105.4,261.8462962962963,314.54837367823865,0.4025262204843551,299.15555555555557,1.2301225598872811,98.94722222222222,0.09095758120209989,1.0,0.1622222222222222,-0.5924382716049383,203,0,3,18.116666666666667
1015674279,20,1,3,1,0,0,0.2,1.3,0,10,18.116666666666667,237.47333333333336,307.23441108965653,0.07628926756367216,158.26666666666668,0.5831081792128755,118.27638888888889,0.08454772836693714,1.0,0.16299999999999998,0.6001388888888889,203,0,3,463.9
1015674279,18,2,3,1,0,1,0.17,0.08333333333333333,0,11,463.9,258.05757575757576,300.08151128346907,1.7976608461121866,195.80555555555554,0.6958212719294509,119.17013888888889,0.09230500276798462,1.0,0.16636363636363635,-0.6710858585858587,203,0,3,21.45
1015674279,18,6,4,2,1,0,0.08,0.08333333333333333,0,12,21.45,238.3402777777778,294.6545902106207,0.08999737769500898,167.82222222222222,0.6409188313510119,137.1875,0.08747152619589978,1.0,0.16666666666666666,-0.6151620370370372,203,0,3,432.4166666666667
1015674279,5,3,4,2,0,0,0.15,3.25,0,13,432.4166666666667,253.26923076923077,287.7798594845003,1.7073399138784244,305.9222222222222,1.2882382114876327,140.64583333333334,0.09243075099985187,1.0,0.15999999999999998,2.598824786324786,203,0,3,83.0
1015674279,8,3,4,2,0,1,0.08,0.65,0,14,83.0,241.10714285714286,280.75726671900236,0.3442452969787604,178.95555555555555,0.6934714279294598,154.75416666666666,0.0904660617646267,1.0,0.15928571428571425,-0.18680555555555567,203,0,3,338.6
1015674279,19,1,4,2,0,1,0.17,0.36666666666666664,0,15,338.6,247.60666666666665,272.32532009405827,1.3674914514404235,284.6722222222223,1.1943941026858214,160.22430555555556,0.0936187549572431,1.0,0.15399999999999997,-0.45768518518518536,203,0,3,131.28333333333333
1015674279,7,6,5,2,1,0,0.13,1.6666666666666667,0,16,131.28333333333333,240.33645833333338,265.1770189980867,0.5462480983463113,184.29444444444445,0.7276621951961068,164.70277777777778,0.09714468824313156,1.0,0.15500000000000003,0.870920138888889,203,0,3,107.48333333333333
1015674279,15,2,5,2,0,0,0.5,0.0,0,17,107.48333333333333,232.52156862745102,259.15170923369726,0.4622510245530038,192.45555555555555,0.7982159021377655,168.05208333333334,0.101159114857745,1.0,0.15352941176470591,-0.8469771241830065,203,0,3,80.38333333333334
1015674279,18,1,7,3,0,1,0.08,0.2,0,18,80.38333333333334,224.06944444444446,254.2498218244119,0.358742949218478,106.38333333333333,0.4296464823067642,251.17916666666667,0.07166199426040509,1.0,0.1727777777777778,-0.5999228395061729,203,0,3,1995.05
1015674279,7,4,9,3,0,1,0.5,33.88333333333333,0,19,1995.05,317.2789473684211,466.5028574992258,6.287999933448115,727.6388888888888,3.0275843037073384,309.7236111111111,0.061345016390061034,1.0,0.1678947368421053,33.114985380116956,203,0,3,1405.0666666666666
